Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49
10, 3, 3, 2, 2, 1, 2, 1, 2, 2, 2, 1, 0, 1, 1, 3, 2, 3, 1, 1, 2, 2, 2, 2, 3, 3, 1, 2, 1, 1, 3, 1, 3, 2, 4, 0, 1, 3, 4, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 0, 1
11, 3, 4, 2, 2, 1, 2, 1, 4, 2, 2, 2, 0, 1, 1, 3, 2, 4, 1, 1, 4, 2, 2, 2, 3, 3, 1, 2, 2, 1, 3, 2, 3, 2, 4, 0, 2, 3, 4, 1, 1, 1, 1, 1, 2, 1, 4, 1, 2, 0, 1
12, 3, 4, 2, 2, 1, 2, 1, 4, 2, 2, 2, 0, 1, 1, 3, 2, 5, 1, 1, 5, 2, 2, 3, 3, 3, 1, 3, 2, 1, 3, 2, 3, 3, 4, 0, 2, 3, 4, 2, 1, 1, 2, 1, 2, 1, 4, 1, 2, 1, 1
13, 3, 4, 2, 3, 1, 2, 1, 4, 3, 2, 2, 0, 1, 1, 3, 2, 5, 1, 1, 5, 2, 3, 3, 3, 3, 1, 4, 2, 1, 3, 2, 3, 3, 4, 0, 2, 3, 4, 2, 1, 1, 2, 1, 2, 1, 4, 1, 2, 1, 1
14, 3, 4, 2, 3, 1, 2, 1, 5, 3, 3, 2, 0, 1, 1, 3, 2, 5, 1, 1, 5, 2, 4, 3, 3, 3, 1, 6, 2, 1, 3, 2, 3, 3, 4, 0, 2, 3, 4, 2, 1, 1, 2, 1, 2, 1, 6, 1, 3, 1, 1
15, 3, 4, 2, 4, 1, 2, 1, 5, 3, 3, 2, 0, 1, 1, 3, 2, 5, 1, 1, 5, 2, 4, 3, 3, 3, 1, 7, 2, 1, 3, 2, 3, 4, 4, 0, 2, 3, 4, 2, 1, 1, 2, 1, 2, 1, 6, 2, 3, 1, 1
16, 3, 4, 2, 4, 1, 2, 1, 5, 3, 3, 2, 0, 1, 1, 3, 2, 5, 1, 1, 5, 3, 4, 3, 3, 3, 1, 7, 2, 1, 3, 2, 3, 4, 4, 0, 2, 3, 4, 2, 1, 1, 2, 1, 2, 1, 6, 2, 3, 1, 1
17, 3, 4, 2, 4, 1, 4, 1, 5, 3, 3, 2, 1, 1, 1, 3, 2, 5, 1, 1, 5, 3, 4, 3, 3, 3, 1, 7, 2, 1, 3, 3, 3, 4, 4, 0, 2, 3, 4, 2, 1, 1, 2, 1, 2, 1, 6, 2, 3, 1, 1
18, 3, 4, 2, 5, 1, 5, 1, 5, 3, 3, 2, 1, 1, 1, 3, 2, 5, 1, 1, 5, 3, 4, 3, 3, 3, 1, 7, 2, 1, 4, 3, 3, 4, 4, 0, 2, 3, 4, 2, 1, 1, 2, 1, 2, 1, 6, 2, 3, 1, 1
19, 3, 4, 2, 5, 1, 5, 1, 5, 3, 4, 2, 1, 1, 1, 3, 2, 5, 1, 1, 5, 3, 4, 4, 3, 3, 1, 7, 2, 1, 4, 4, 3, 4, 4, 0, 2, 3, 4, 3, 1, 2, 2, 1, 2, 1, 6, 2, 3, 1, 1
20, 3, 5, 2, 5, 1, 5, 1, 6, 3, 4, 2, 1, 1, 1, 3, 2, 5, 1, 2, 5, 3, 4, 4, 3, 3, 1, 7, 2, 1, 4, 4, 3, 4, 4, 1, 2, 3, 4, 3, 1, 2, 2, 1, 2, 1, 6, 3, 3, 1, 1
21, 3, 5, 3, 5, 1, 5, 1, 6, 3, 4, 2, 1, 1, 1, 3, 2, 5, 1, 2, 5, 3, 4, 4, 3, 3, 2, 7, 2, 1, 4, 5, 3, 4, 4, 1, 2, 3, 4, 3, 1, 2, 2, 1, 2, 1, 6, 3, 3, 1, 2
22, 3, 5, 3, 5, 1, 5, 1, 6, 4, 4, 2, 1, 1, 1, 3, 3, 5, 1, 2, 5, 3, 6, 4, 3, 3, 2, 7, 3, 1, 4, 5, 3, 4, 4, 1, 2, 3, 4, 3, 1, 2, 2, 1, 2, 1, 6, 3, 3, 1, 2
23, 3, 5, 3, 5, 1, 5, 1, 6, 4, 4, 2, 1, 1, 1, 3, 3, 5, 1, 2, 5, 3, 6, 5, 3, 3, 2, 7, 3, 1, 4, 5, 3, 4, 4, 1, 2, 3, 4, 3, 1, 2, 2, 1, 2, 1, 6, 4, 3, 1, 2
24, 3, 5, 3, 5, 1, 5, 1, 6, 4, 4, 2, 1, 1, 1, 3, 3, 5, 1, 2, 5, 3, 6, 5, 3, 3, 2, 7, 3, 1, 4, 5, 3, 4, 4, 2, 2, 3, 4, 3, 1, 2, 2, 1, 2, 2, 6, 4, 3, 1, 2
25, 3, 5, 3, 5, 1, 5, 3, 6, 4, 4, 2, 1, 1, 1, 3, 3, 5, 1, 2, 5, 3, 6, 5, 3, 4, 3, 7, 3, 1, 4, 5, 3, 4, 4, 2, 2, 3, 4, 3, 1, 2, 3, 1, 2, 2, 6, 4, 3, 1, 4
26, 3, 5, 3, 5, 1, 5, 3, 6, 5, 4, 2, 1, 1, 1, 3, 3, 5, 1, 4, 5, 3, 6, 5, 3, 5, 3, 7, 3, 1, 4, 5, 3, 4, 4, 2, 2, 4, 5, 4, 1, 2, 3, 1, 2, 2, 7, 4, 4, 2, 5
27, 3, 5, 3, 5, 2, 5, 3, 6, 5, 4, 2, 1, 1, 1, 3, 3, 5, 1, 4, 5, 3, 6, 6, 3, 5, 3, 7, 3, 1, 4, 5, 3, 4, 4, 2, 2, 4, 5, 5, 1, 2, 4, 1, 2, 2, 8, 4, 4, 2, 6
28, 3, 5, 3, 5, 2, 5, 3, 7, 5, 4, 3, 1, 1, 1, 3, 3, 5, 1, 4, 5, 3, 6, 6, 3, 5, 3, 8, 3, 1, 4, 5, 3, 4, 4, 2, 2, 4, 5, 5, 1, 2, 4, 1, 2, 2, 8, 4, 4, 2, 6
29, 4, 5, 3, 5, 2, 5, 3, 7, 5, 5, 3, 1, 1, 1, 3, 3, 5, 1, 4, 5, 3, 6, 6, 3, 5, 3, 8, 3, 2, 4, 5, 3, 4, 4, 3, 2, 4, 5, 5, 1, 2, 4, 1, 2, 2, 8, 5, 5, 2, 6
30, 4, 5, 3, 5, 2, 5, 3, 7, 5, 5, 3, 1, 1, 1, 3, 3, 6, 1, 4, 5, 3, 6, 7, 3, 5, 3, 8, 3, 3, 4, 5, 3, 4, 4, 3, 2, 5, 5, 5, 2, 2, 4, 1, 2, 2, 8, 5, 5, 2, 6
31, 4, 5, 3, 5, 2, 6, 3, 7, 5, 5, 3, 2, 1, 1, 3, 3, 6, 1, 4, 5, 3, 6, 9, 3, 5, 3, 8, 3, 3, 5, 5, 3, 5, 4, 3, 2, 5, 5, 5, 2, 2, 4, 2, 2, 2, 8, 5, 5, 2, 6
32, 4, 5, 3, 5, 2, 7, 3, 7, 5, 5, 3, 2, 1, 1, 4, 3, 6, 1, 4, 5, 4, 6, 9, 3, 5, 4, 8, 3, 3, 5, 6, 3, 5, 4, 3, 2, 5, 5, 5, 3, 2, 4, 2, 2, 2, 8, 5, 5, 2, 6
33, 4, 5, 3, 5, 2, 7, 4, 8, 5, 5, 3, 2, 2, 1, 4, 4, 6, 1, 4, 5, 4, 6, 9, 3, 5, 5, 9, 3, 3, 5, 6, 3, 5, 5, 3, 2, 5, 5, 5, 3, 3, 4, 2, 2, 2, 8, 5, 5, 2, 6
34, 5, 5, 4, 5, 2, 7, 4, 8, 5, 5, 3, 2, 2, 1, 5, 5, 6, 1, 4, 5, 4, 6, 9, 3, 6, 5, 9, 3, 3, 5, 6, 3, 5, 5, 3, 2, 5, 5, 5, 3, 3, 4, 2, 2, 2, 8, 5, 5, 2, 6
35, 5, 5, 4, 5, 2, 7, 4, 8, 5, 5, 3, 2, 2, 1, 5, 5, 6, 1, 4, 5, 4, 6, 9, 3, 6, 5, 10, 3, 3, 5, 6, 4, 5, 5, 3, 2, 5, 5, 6, 3, 3, 4, 2, 2, 2, 8, 5, 5, 3, 6
36, 5, 5, 4, 5, 2, 7, 4, 8, 5, 5, 3, 2, 2, 1, 5, 5, 6, 1, 4, 5, 4, 6, 9, 3, 6, 5, 10, 3, 4, 5, 6, 5, 5, 5, 3, 2, 5, 5, 6, 3, 3, 5, 2, 2, 2, 8, 6, 5, 3, 6
37, 5, 5, 4, 5, 2, 7, 4, 8, 5, 5, 3, 2, 2, 1, 5, 5, 6, 2, 4, 5, 4, 6, 9, 3, 6, 5, 10, 3, 4, 6, 6, 6, 5, 5, 3, 3, 5, 5, 6, 4, 4, 5, 2, 2, 3, 8, 6, 5, 3, 6
38, 5, 5, 5, 5, 2, 7, 4, 8, 5, 5, 3, 2, 2, 1, 5, 5, 7, 2, 4, 5, 4, 6, 9, 3, 6, 5, 11, 3, 4, 6, 6, 6, 5, 5, 3, 3, 5, 6, 6, 4, 4, 5, 2, 2, 3, 8, 6, 5, 3, 6
39, 5, 5, 5, 5, 2, 7, 4, 8, 6, 5, 3, 2, 2, 1, 5, 5, 7, 2, 4, 5, 5, 6, 9, 3, 6, 5, 11, 3, 4, 6, 6, 6, 5, 5, 3, 3, 5, 6, 6, 4, 4, 5, 2, 2, 3, 8, 6, 5, 3, 7
40, 5, 5, 5, 5, 2, 7, 5, 9, 6, 5, 3, 2, 2, 2, 5, 5, 7, 2, 4, 5, 5, 6, 9, 3, 6, 5, 11, 4, 4, 6, 6, 6, 5, 5, 3, 3, 5, 6, 6, 4, 4, 5, 2, 2, 3, 8, 6, 5, 3, 7
41, 5, 6, 5, 5, 2, 7, 5, 9, 6, 5, 3, 2, 2, 2, 5, 5, 8, 2, 4, 5, 5, 6, 9, 3, 6, 5, 11, 4, 4, 7, 6, 7, 5, 6, 3, 3, 5, 6, 6, 4, 6, 5, 3, 2, 3, 8, 6, 5, 3, 8
42, 5, 6, 5, 5, 3, 7, 5, 9, 6, 5, 4, 2, 2, 2, 5, 5, 9, 2, 4, 5, 5, 6, 9, 3, 6, 5, 11, 5, 4, 7, 6, 7, 5, 6, 3, 3, 5, 6, 6, 4, 7, 5, 3, 2, 3, 8, 6, 5, 3, 8
43, 5, 7, 6, 5, 3, 7, 5, 9, 6, 5, 4, 2, 2, 3, 5, 5, 9, 2, 4, 5, 5, 6, 9, 3, 6, 5, 11, 5, 4, 7, 6, 7, 5, 6, 3, 3, 5, 6, 6, 4, 7, 5, 4, 3, 3, 8, 6, 5, 3, 8
44, 5, 7, 6, 5, 4, 7, 5, 9, 7, 5, 4, 3, 2, 3, 5, 5, 9, 2, 4, 6, 5, 7, 9, 3, 8, 5, 11, 5, 4, 7, 7, 7, 5, 6, 3, 3, 5, 6, 6, 4, 7, 5, 4, 3, 3, 9, 6, 5, 3, 8
45, 5, 7, 6, 5, 4, 7, 5, 9, 7, 6, 4, 3, 2, 3, 5, 5, 9, 2, 4, 7, 6, 7, 9, 3, 8, 5, 11, 5, 5, 7, 7, 7, 5, 6, 3, 3, 5, 6, 6, 4, 7, 5, 4, 3, 4, 9, 6, 5, 4, 9
46, 5, 7, 6, 5, 4, 7, 5, 9, 7, 6, 5, 3, 2, 3, 5, 5, 9, 2, 4, 7, 6, 7, 9, 3, 8, 5, 12, 5, 5, 7, 7, 7, 5, 6, 3, 3, 6, 6, 6, 4, 7, 5, 4, 3, 4, 9, 6, 5, 4, 9
47, 5, 7, 6, 5, 4, 7, 5, 9, 7, 6, 5, 3, 2, 3, 5, 5, 9, 2, 5, 7, 7, 7, 10, 3, 8, 5, 13, 5, 5, 7, 7, 8, 5, 6, 3, 3, 6, 6, 6, 4, 8, 5, 4, 3, 4, 10, 6, 5, 4, 9
48, 5, 7, 6, 5, 4, 7, 5, 9, 7, 6, 5, 3, 2, 3, 5, 6, 9, 2, 5, 8, 7, 8, 10, 3, 9, 5, 13, 5, 5, 8, 7, 8, 5, 6, 3, 3, 7, 6, 6, 5, 8, 5, 4, 3, 4, 10, 7, 5, 5, 9
49, 5, 7, 6, 5, 4, 7, 5, 9, 7, 6, 5, 3, 2, 4, 5, 6, 9, 2, 5, 8, 7, 8, 10, 3, 9, 5, 13, 5, 5, 8, 7, 8, 5, 6, 3, 3, 7, 6, 6, 5, 8, 5, 4, 3, 4, 10, 7, 6, 5, 9
50, 6, 7, 6, 5, 4, 7, 5, 9, 8, 6, 5, 3, 2, 4, 5, 6, 9, 2, 5, 8, 7, 8, 11, 3, 9, 5, 13, 5, 6, 8, 7, 8, 5, 6, 3, 3, 7, 6, 6, 5, 8, 5, 4, 3, 4, 10, 7, 6, 8, 9
51, 6, 7, 6, 5, 4, 7, 5, 9, 8, 6, 5, 3, 2, 4, 5, 6, 9, 2, 5, 8, 7, 8, 11, 3, 9, 5, 13, 5, 6, 8, 7, 8, 5, 6, 3, 3, 7, 6, 7, 5, 9, 5, 4, 3, 4, 10, 7, 6, 8, 9
52, 6, 7, 7, 5, 4, 7, 5, 9, 8, 6, 5, 3, 2, 4, 5, 6, 9, 2, 5, 8, 7, 8, 11, 3, 9, 5, 14, 5, 6, 8, 7, 8, 5, 6, 3, 3, 7, 6, 7, 5, 9, 5, 4, 3, 4, 10, 7, 6, 8, 9
53, 6, 7, 7, 5, 4, 7, 5, 9, 8, 6, 5, 3, 2, 4, 5, 6, 9, 2, 5, 8, 7, 8, 11, 3, 9, 5, 15, 5, 6, 8, 7, 8, 5, 6, 3, 3, 7, 6, 7, 5, 9, 5, 4, 3, 4, 10, 7, 6, 8, 9
54, 6, 7, 7, 5, 4, 7, 5, 9, 8, 6, 6, 3, 2, 4, 5, 6, 9, 2, 5, 8, 7, 8, 11, 3, 9, 5, 15, 5, 6, 8, 7, 8, 5, 6, 3, 3, 7, 6, 7, 5, 9, 5, 4, 4, 4, 10, 7, 6, 8, 9
55, 7, 7, 7, 5, 4, 7, 5, 9, 8, 6, 6, 3, 2, 4, 5, 6, 9, 2, 5, 8, 7, 8, 11, 3, 9, 5, 15, 6, 7, 8, 7, 8, 5, 6, 3, 4, 7, 6, 7, 5, 9, 5, 4, 4, 4, 10, 7, 6, 8, 9
56, 7, 7, 7, 5, 4, 7, 5, 9, 8, 6, 6, 3, 2, 4, 5, 6, 9, 2, 5, 9, 7, 8, 11, 3, 9, 5, 15, 6, 7, 8, 7, 9, 6, 7, 3, 5, 7, 6, 7, 6, 9, 5, 4, 4, 4, 10, 8, 6, 8, 9
57, 7, 7, 7, 5, 4, 7, 5, 9, 9, 6, 6, 3, 2, 4, 5, 6, 9, 2, 5, 9, 7, 9, 11, 3, 9, 5, 15, 6, 7, 8, 7, 9, 6, 7, 4, 5, 7, 6, 7, 6, 9, 5, 4, 4, 4, 10, 8, 7, 8, 9
58, 7, 7, 7, 5, 4, 7, 5, 9, 9, 6, 6, 3, 2, 4, 5, 6, 9, 2, 5, 9, 7, 9, 11, 3, 9, 5, 15, 6, 7, 8, 7, 9, 6, 7, 4, 6, 7, 6, 7, 6, 9, 5, 4, 4, 4, 10, 8, 7, 8, 10
59, 7, 7, 7, 5, 4, 7, 6, 9, 9, 6, 6, 3, 2, 4, 5, 6, 9, 2, 5, 9, 7, 9, 11, 3, 9, 5, 15, 6, 7, 8, 8, 9, 6, 7, 4, 6, 7, 6, 7, 6, 9, 5, 4, 4, 4, 10, 8, 7, 8, 10
60, 7, 7, 7, 5, 5, 7, 7, 9, 10, 6, 6, 3, 2, 4, 5, 6, 10, 2, 6, 9, 7, 9, 11, 3, 10, 5, 15, 6, 7, 8, 9, 9, 6, 7, 4, 6, 7, 6, 7, 6, 9, 5, 4, 4, 4, 10, 8, 7, 8, 10
61, 7, 7, 7, 5, 6, 7, 7, 9, 11, 6, 6, 3, 2, 4, 5, 6, 10, 2, 6, 9, 7, 9, 11, 3, 10, 5, 15, 6, 7, 8, 9, 9, 7, 7, 4, 6, 7, 6, 7, 6, 9, 5, 4, 4, 4, 10, 8, 7, 8, 10
62, 7, 7, 7, 5, 6, 7, 7, 9, 11, 6, 6, 3, 2, 4, 5, 6, 10, 2, 7, 9, 9, 9, 11, 3, 10, 5, 15, 6, 8, 9, 9, 9, 7, 7, 4, 6, 7, 6, 7, 7, 9, 5, 4, 4, 4, 10, 8, 8, 8, 10
63, 7, 7, 8, 5, 6, 7, 7, 9, 12, 7, 6, 3, 2, 4, 5, 6, 10, 2, 7, 9, 9, 9, 12, 3, 10, 5, 15, 6, 9, 10, 9, 9, 7, 7, 4, 6, 7, 6, 7, 7, 9, 5, 4, 4, 4, 10, 8, 8, 8, 10
64, 7, 8, 8, 5, 6, 7, 7, 9, 12, 7, 6, 3, 2, 4, 6, 6, 11, 2, 7, 9, 9, 9, 12, 3, 10, 5, 15, 6, 9, 10, 9, 9, 7, 7, 4, 6, 7, 6, 7, 7, 9, 5, 4, 4, 4, 10, 8, 9, 9, 10
65, 7, 8, 8, 6, 7, 7, 7, 9, 12, 7, 6, 3, 2, 4, 7, 6, 11, 2, 7, 9, 9, 9, 12, 3, 10, 5, 15, 6, 9, 10, 10, 9, 7, 7, 4, 6, 7, 6, 7, 7, 9, 5, 4, 4, 4, 10, 8, 9, 9, 10
66, 7, 8, 8, 6, 7, 7, 7, 9, 12, 7, 6, 3, 2, 4, 7, 6, 11, 2, 7, 9, 9, 10, 12, 3, 10, 5, 15, 6, 9, 10, 10, 9, 8, 7, 4, 6, 7, 6, 7, 7, 9, 5, 4, 4, 4, 10, 8, 9, 9, 10
67, 7, 8, 8, 6, 7, 7, 7, 9, 12, 7, 6, 3, 2, 4, 7, 6, 11, 2, 7, 9, 9, 11, 12, 3, 10, 5, 15, 6, 9, 10, 10, 9, 8, 7, 4, 6, 7, 7, 7, 7, 9, 5, 4, 5, 4, 10, 8, 9, 9, 10
68, 7, 8, 9, 6, 7, 7, 7, 9, 12, 7, 6, 3, 2, 4, 8, 6, 11, 2, 7, 9, 10, 11, 12, 3, 10, 5, 15, 7, 9, 11, 10, 9, 8, 8, 4, 6, 8, 7, 7, 8, 9, 5, 4, 5, 4, 10, 9, 9, 9, 10
69, 7, 8, 9, 6, 7, 7, 7, 9, 12, 7, 6, 3, 2, 4, 8, 6, 11, 2, 7, 9, 11, 11, 12, 3, 10, 5, 15, 7, 9, 11, 11, 9, 8, 8, 4, 6, 8, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
70, 7, 8, 9, 7, 7, 7, 7, 9, 12, 7, 6, 3, 2, 5, 8, 6, 11, 2, 7, 9, 11, 11, 12, 3, 10, 5, 15, 7, 9, 12, 11, 9, 8, 8, 4, 6, 8, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
71, 7, 8, 9, 7, 7, 7, 7, 9, 12, 7, 7, 3, 2, 5, 8, 6, 11, 2, 7, 9, 12, 11, 12, 3, 10, 5, 15, 7, 9, 14, 11, 9, 10, 8, 4, 6, 8, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
72, 7, 8, 9, 8, 7, 7, 7, 9, 12, 7, 7, 3, 2, 5, 10, 7, 11, 2, 7, 9, 12, 11, 12, 4, 10, 5, 16, 7, 9, 14, 11, 10, 10, 8, 4, 6, 9, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
73, 7, 8, 9, 8, 7, 7, 8, 9, 12, 8, 7, 3, 2, 5, 10, 7, 11, 2, 7, 9, 12, 11, 12, 4, 10, 5, 16, 7, 9, 14, 11, 10, 10, 9, 4, 6, 9, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
74, 7, 8, 10, 8, 7, 7, 8, 9, 12, 8, 7, 3, 2, 5, 10, 7, 12, 2, 7, 9, 12, 11, 12, 4, 10, 5, 16, 7, 9, 14, 11, 10, 10, 10, 4, 6, 9, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
75, 7, 8, 10, 8, 7, 7, 8, 10, 12, 8, 8, 3, 2, 5, 10, 7, 14, 2, 7, 9, 12, 11, 12, 4, 10, 5, 16, 7, 9, 14, 11, 10, 10, 10, 4, 6, 9, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
76, 7, 8, 10, 9, 7, 7, 8, 10, 12, 8, 8, 3, 2, 5, 11, 7, 14, 2, 7, 9, 12, 11, 12, 4, 10, 5, 17, 7, 9, 14, 11, 10, 10, 10, 4, 6, 9, 7, 7, 8, 9, 5, 4, 5, 4, 10, 10, 9, 9, 10
77, 8, 9, 10, 9, 7, 7, 8, 10, 12, 8, 9, 3, 3, 5, 11, 8, 14, 2, 8, 9, 12, 11, 12, 4, 10, 5, 17, 7, 9, 14, 11, 10, 10, 10, 4, 7, 9, 7, 7, 8, 9, 5, 4, 6, 5, 10, 10, 9, 9, 10
78, 8, 9, 11, 9, 7, 7, 8, 10, 12, 8, 10, 3, 3, 5, 11, 8, 14, 2, 8, 9, 13, 11, 12, 4, 10, 5, 18, 7, 9, 15, 11, 10, 10, 10, 4, 8, 9, 7, 7, 9, 9, 5, 4, 7, 5, 10, 10, 9, 9, 10
79, 8, 9, 11, 9, 7, 7, 8, 10, 12, 8, 11, 3, 3, 5, 12, 9, 14, 2, 8, 9, 13, 11, 12, 4, 10, 6, 19, 7, 9, 15, 11, 10, 10, 11, 4, 8, 9, 7, 7, 9, 9, 5, 4, 7, 5, 10, 11, 9, 9, 10
80, 8, 10, 11, 9, 7, 7, 8, 10, 12, 8, 11, 3, 3, 5, 12, 9, 14, 2, 8, 10, 13, 11, 12, 4, 10, 6, 19, 7, 9, 15, 11, 10, 10, 12, 4, 8, 9, 7, 7, 9, 9, 5, 4, 8, 5, 10, 11, 9, 9, 10
81, 8, 11, 11, 9, 7, 7, 8, 10, 12, 8, 11, 3, 3, 5, 12, 9, 14, 2, 8, 10, 13, 11, 12, 4, 10, 7, 19, 7, 9, 15, 11, 11, 10, 12, 4, 8, 9, 7, 7, 9, 9, 6, 4, 8, 6, 10, 12, 9, 10, 10
82, 8, 11, 11, 9, 7, 7, 8, 11, 13, 8, 11, 3, 3, 5, 13, 9, 14, 2, 8, 10, 13, 11, 12, 4, 11, 7, 19, 8, 11, 15, 11, 11, 10, 13, 4, 8, 11, 7, 7, 10, 9, 6, 4, 8, 6, 10, 12, 9, 10, 10
83, 8, 11, 11, 9, 7, 7, 8, 11, 13, 8, 11, 3, 3, 5, 13, 9, 14, 2, 8, 10, 13, 11, 12, 4, 11, 8, 19, 8, 11, 15, 12, 11, 10, 13, 4, 8, 11, 7, 7, 10, 10, 6, 4, 8, 7, 10, 13, 9, 10, 10
84, 8, 11, 11, 9, 7, 7, 8, 11, 14, 8, 11, 3, 3, 5, 14, 9, 14, 3, 8, 10, 13, 11, 12, 4, 11, 8, 19, 8, 12, 15, 12, 11, 10, 13, 4, 8, 11, 7, 7, 10, 10, 6, 5, 8, 7, 10, 13, 9, 10, 11
85, 8, 11, 11, 9, 7, 7, 8, 11, 14, 8, 11, 3, 3, 5, 14, 9, 14, 3, 8, 10, 13, 11, 12, 4, 12, 8, 20, 9, 12, 15, 12, 12, 10, 13, 4, 8, 11, 7, 7, 10, 10, 6, 5, 8, 7, 10, 13, 9, 10, 11
86, 8, 11, 11, 10, 7, 7, 8, 11, 14, 8, 11, 3, 3, 5, 14, 9, 14, 3, 8, 10, 13, 11, 12, 4, 12, 8, 20, 9, 13, 16, 13, 12, 10, 13, 4, 8, 11, 7, 7, 10, 10, 6, 5, 8, 7, 10, 14, 9, 10, 11
87, 8, 11, 11, 10, 7, 7, 8, 11, 14, 8, 12, 3, 3, 5, 14, 9, 14, 3, 8, 10, 13, 11, 12, 4, 12, 8, 20, 9, 13, 16, 13, 12, 10, 13, 4, 8, 11, 7, 7, 10, 10, 6, 5, 8, 7, 10, 14, 9, 10, 11
