Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24
18, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1
19, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1
20, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1
21, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1
22, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1
23, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1
24, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
25, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
26, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
27, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
28, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
29, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
30, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
31, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
32, 1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
33, 1, 1, 1, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
34, 1, 1, 1, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
35, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1
36, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 2, 1, 1
37, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1
38, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1
39, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1
40, 1, 1, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1
41, 1, 1, 2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1
42, 1, 1, 2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1
43, 1, 1, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 2, 1, 1
44, 1, 1, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
45, 1, 1, 3, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
46, 1, 1, 3, 2, 2, 3, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
47, 1, 2, 3, 2, 2, 3, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
48, 1, 2, 3, 2, 2, 3, 2, 3, 4, 2, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
49, 1, 2, 3, 2, 2, 3, 2, 4, 4, 2, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
50, 2, 2, 3, 2, 3, 4, 2, 4, 4, 2, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
51, 2, 3, 3, 2, 3, 4, 2, 4, 4, 2, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1
52, 2, 3, 3, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1
53, 2, 3, 3, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1
54, 2, 3, 3, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1
55, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1
56, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1
57, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 2, 2, 1, 1
58, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 1, 1, 2, 2, 1, 1
59, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 1, 1, 2, 2, 2, 1
60, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 1, 1, 2, 2, 2, 1
61, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 2, 1, 2, 2, 2, 1
62, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 2, 1, 2, 2, 2, 1
63, 2, 3, 4, 2, 3, 4, 2, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 2, 1, 2, 2, 2, 1
64, 2, 3, 4, 2, 3, 4, 3, 5, 4, 2, 1, 1, 1, 1, 1, 3, 3, 2, 3, 2, 1, 2, 2, 2, 1
65, 2, 3, 4, 2, 3, 4, 3, 5, 4, 2, 1, 1, 1, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
66, 2, 3, 4, 2, 3, 4, 3, 5, 4, 2, 1, 1, 2, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
67, 2, 3, 4, 2, 3, 4, 3, 5, 4, 2, 1, 1, 2, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
68, 2, 4, 4, 2, 3, 4, 3, 5, 4, 2, 1, 1, 2, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
69, 2, 4, 4, 2, 3, 4, 4, 5, 4, 2, 1, 1, 2, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
70, 2, 4, 4, 2, 3, 4, 4, 5, 4, 2, 1, 1, 3, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
71, 2, 4, 4, 2, 3, 4, 4, 5, 4, 2, 1, 1, 3, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
72, 2, 4, 4, 2, 3, 4, 4, 5, 4, 2, 1, 2, 3, 1, 1, 4, 3, 2, 3, 2, 1, 2, 2, 2, 1
73, 2, 4, 4, 2, 3, 4, 4, 5, 4, 2, 1, 2, 3, 1, 1, 4, 4, 3, 3, 2, 1, 2, 2, 2, 1
74, 2, 4, 4, 2, 3, 4, 4, 5, 4, 2, 1, 2, 3, 1, 1, 4, 4, 3, 3, 2, 1, 2, 2, 2, 1
75, 2, 4, 4, 2, 3, 5, 4, 5, 4, 2, 1, 2, 3, 1, 1, 4, 4, 3, 3, 2, 1, 2, 2, 2, 1
76, 2, 4, 4, 2, 3, 5, 4, 5, 4, 2, 1, 2, 3, 1, 1, 4, 4, 3, 3, 2, 1, 2, 2, 2, 1
77, 2, 4, 4, 2, 3, 5, 4, 5, 4, 2, 1, 2, 3, 1, 1, 4, 4, 3, 3, 2, 1, 2, 2, 2, 1
78, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 2, 3, 1, 1, 4, 4, 3, 3, 2, 1, 2, 2, 2, 1
79, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 2, 3, 1, 1, 4, 4, 4, 3, 2, 1, 2, 2, 2, 1
80, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 2, 4, 1, 1, 4, 4, 4, 3, 4, 1, 2, 2, 2, 1
81, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 3, 4, 1, 2, 2, 2, 1
82, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 3, 5, 1, 3, 2, 2, 1
83, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 3, 5, 1, 3, 2, 2, 1
84, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 5, 1, 3, 2, 2, 1
85, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 5, 1, 3, 2, 2, 1
86, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 5, 1, 3, 2, 2, 1
87, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 5, 1, 3, 2, 2, 1
88, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 5, 1, 3, 2, 2, 1
89, 2, 4, 4, 2, 3, 5, 5, 5, 4, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 5, 1, 3, 2, 2, 1
90, 2, 4, 4, 2, 3, 5, 5, 5, 5, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 6, 1, 3, 2, 2, 1
91, 2, 4, 4, 2, 4, 5, 5, 5, 5, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 6, 1, 3, 2, 2, 1
92, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 3, 4, 1, 1, 4, 4, 4, 4, 6, 1, 3, 2, 2, 1
93, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 3, 4, 1, 1, 4, 4, 4, 5, 6, 1, 3, 2, 2, 1
94, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 3, 4, 1, 1, 4, 4, 4, 6, 6, 1, 3, 2, 2, 1
95, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 3, 4, 1, 1, 4, 4, 4, 6, 6, 1, 3, 2, 2, 1
96, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 3, 4, 1, 1, 4, 4, 4, 6, 6, 1, 3, 2, 2, 1
97, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 3, 4, 1, 1, 4, 4, 4, 6, 6, 1, 3, 2, 2, 1
98, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 3, 4, 1, 1, 4, 4, 4, 6, 6, 1, 3, 2, 2, 1
99, 2, 4, 4, 2, 4, 5, 5, 5, 6, 2, 1, 4, 4, 1, 1, 4, 4, 4, 7, 6, 1, 3, 2, 2, 1
100, 2, 4, 4, 2, 4, 5, 5, 6, 6, 2, 1, 4, 4, 1, 1, 4, 4, 4, 7, 6, 1, 3, 2, 2, 1
101, 2, 4, 4, 2, 4, 5, 5, 6, 6, 2, 1, 4, 4, 1, 1, 4, 4, 4, 7, 6, 1, 3, 2, 2, 2
102, 2, 4, 4, 3, 4, 5, 5, 6, 6, 2, 1, 4, 4, 1, 1, 4, 4, 4, 7, 6, 1, 4, 2, 2, 2
103, 2, 4, 4, 3, 4, 5, 5, 6, 6, 2, 1, 4, 4, 1, 1, 4, 4, 4, 7, 6, 1, 4, 2, 2, 2
104, 2, 4, 4, 3, 4, 5, 5, 6, 6, 2, 1, 4, 4, 1, 1, 4, 4, 4, 8, 6, 1, 4, 2, 2, 2
105, 2, 4, 4, 3, 4, 5, 5, 6, 6, 2, 1, 4, 4, 1, 1, 4, 4, 4, 8, 6, 1, 4, 2, 2, 2
106, 2, 4, 4, 3, 4, 5, 5, 6, 6, 2, 1, 4, 5, 1, 1, 4, 4, 4, 8, 6, 1, 4, 2, 2, 2
107, 2, 4, 4, 3, 4, 5, 5, 6, 7, 2, 1, 4, 6, 1, 1, 4, 5, 4, 8, 6, 1, 4, 2, 3, 2
108, 2, 4, 4, 3, 4, 5, 5, 6, 7, 2, 1, 4, 6, 1, 1, 4, 5, 4, 8, 6, 1, 4, 2, 3, 2
109, 2, 4, 4, 3, 4, 5, 5, 6, 7, 2, 1, 4, 6, 1, 1, 4, 5, 4, 8, 6, 1, 4, 2, 3, 2
110, 2, 4, 4, 3, 4, 5, 5, 6, 7, 2, 1, 4, 7, 1, 1, 4, 5, 4, 8, 6, 1, 5, 2, 3, 2
111, 3, 4, 4, 3, 4, 5, 5, 6, 7, 2, 1, 4, 7, 1, 1, 4, 5, 4, 8, 6, 1, 5, 2, 3, 2
112, 3, 4, 5, 4, 4, 5, 5, 6, 7, 2, 1, 4, 7, 1, 1, 4, 5, 4, 8, 6, 1, 5, 2, 3, 2
113, 3, 4, 5, 4, 4, 5, 5, 6, 7, 2, 1, 4, 7, 1, 1, 4, 5, 4, 8, 6, 1, 5, 2, 3, 2
114, 3, 4, 5, 4, 4, 5, 6, 6, 7, 2, 1, 4, 7, 1, 3, 4, 5, 4, 8, 6, 1, 5, 2, 3, 2
115, 3, 4, 7, 4, 4, 5, 6, 6, 7, 2, 1, 4, 7, 1, 3, 4, 5, 4, 8, 6, 1, 5, 2, 3, 2
116, 3, 4, 7, 4, 4, 5, 6, 7, 7, 2, 1, 4, 7, 1, 3, 4, 5, 4, 8, 6, 1, 5, 2, 3, 2
117, 3, 4, 7, 4, 4, 5, 6, 7, 7, 2, 1, 4, 7, 1, 3, 5, 5, 4, 9, 6, 1, 5, 2, 3, 2
118, 3, 4, 7, 4, 5, 5, 6, 7, 7, 2, 1, 4, 7, 1, 4, 5, 5, 4, 9, 6, 1, 5, 2, 3, 2
119, 3, 4, 7, 4, 5, 5, 6, 7, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 7, 1, 5, 2, 3, 2
120, 3, 4, 7, 4, 5, 5, 6, 7, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 7, 1, 5, 2, 3, 2
121, 3, 4, 7, 4, 5, 5, 6, 8, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 7, 1, 5, 2, 3, 2
122, 3, 4, 7, 4, 5, 5, 6, 8, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 8, 1, 5, 2, 3, 2
123, 3, 4, 7, 4, 5, 5, 6, 8, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 9, 1, 5, 2, 3, 2
124, 3, 4, 7, 4, 5, 5, 6, 8, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 9, 1, 5, 2, 3, 2
125, 3, 4, 7, 4, 5, 5, 6, 9, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 9, 1, 5, 2, 3, 2
126, 3, 4, 7, 4, 5, 5, 6, 9, 7, 2, 1, 4, 7, 1, 5, 5, 5, 4, 9, 10, 1, 6, 2, 3, 2
127, 3, 4, 7, 4, 5, 5, 6, 9, 7, 2, 1, 4, 7, 1, 5, 6, 5, 4, 9, 10, 1, 6, 2, 3, 2
128, 3, 4, 7, 5, 5, 5, 6, 9, 7, 2, 1, 4, 7, 1, 5, 6, 5, 4, 9, 10, 1, 6, 2, 3, 2
129, 3, 4, 7, 5, 5, 5, 6, 9, 7, 2, 1, 4, 7, 1, 5, 6, 5, 4, 9, 10, 1, 6, 2, 3, 2
130, 3, 4, 7, 5, 5, 5, 6, 9, 7, 2, 1, 4, 7, 1, 5, 6, 5, 4, 9, 10, 1, 6, 2, 3, 3
131, 3, 4, 8, 5, 5, 5, 6, 9, 7, 2, 1, 4, 7, 1, 5, 6, 5, 4, 9, 10, 1, 6, 2, 4, 4
132, 3, 4, 8, 5, 5, 5, 6, 9, 7, 2, 1, 4, 7, 2, 5, 6, 6, 4, 9, 10, 1, 6, 2, 4, 4
133, 3, 5, 8, 5, 5, 5, 7, 9, 7, 2, 1, 4, 7, 2, 5, 6, 6, 4, 9, 10, 1, 6, 2, 4, 4
134, 3, 6, 8, 5, 5, 5, 7, 9, 7, 2, 1, 4, 7, 2, 5, 6, 6, 4, 9, 10, 1, 6, 2, 4, 4
135, 3, 6, 8, 5, 5, 5, 7, 9, 7, 2, 1, 4, 7, 2, 5, 6, 6, 4, 9, 10, 1, 6, 2, 4, 4
136, 3, 6, 8, 5, 5, 5, 7, 9, 7, 2, 1, 4, 7, 2, 5, 6, 6, 4, 9, 10, 1, 6, 2, 4, 5
137, 3, 6, 8, 5, 5, 6, 7, 9, 7, 2, 1, 4, 7, 2, 5, 7, 6, 4, 9, 10, 1, 6, 2, 4, 6
138, 3, 6, 8, 5, 5, 6, 7, 9, 7, 2, 1, 4, 8, 2, 5, 7, 6, 4, 9, 10, 1, 6, 2, 4, 6
139, 3, 6, 8, 5, 5, 6, 7, 9, 7, 2, 1, 4, 8, 2, 5, 7, 6, 4, 9, 11, 1, 6, 2, 4, 6
140, 3, 6, 8, 5, 5, 6, 7, 9, 7, 2, 1, 4, 8, 2, 5, 7, 6, 4, 9, 11, 1, 6, 2, 4, 6
141, 3, 6, 8, 5, 5, 6, 7, 9, 7, 2, 1, 4, 8, 2, 5, 7, 7, 4, 9, 11, 1, 6, 2, 4, 6
142, 3, 6, 9, 5, 5, 6, 7, 9, 7, 3, 1, 4, 8, 2, 5, 7, 7, 4, 9, 11, 1, 6, 2, 4, 6
143, 3, 6, 9, 5, 5, 6, 7, 9, 7, 3, 1, 4, 8, 2, 5, 7, 7, 4, 9, 11, 1, 6, 2, 4, 6
144, 3, 7, 9, 5, 5, 6, 7, 9, 7, 3, 1, 4, 8, 2, 5, 7, 7, 4, 9, 11, 1, 7, 2, 4, 6
145, 3, 7, 9, 5, 5, 6, 7, 9, 8, 3, 1, 4, 8, 2, 5, 8, 7, 4, 9, 11, 1, 7, 2, 4, 6
146, 3, 7, 9, 5, 5, 6, 7, 9, 9, 3, 1, 4, 9, 2, 5, 8, 7, 4, 9, 11, 1, 8, 2, 4, 6
147, 3, 7, 9, 5, 5, 6, 7, 10, 9, 3, 1, 4, 10, 2, 5, 8, 7, 4, 9, 11, 1, 8, 2, 4, 7
148, 3, 7, 9, 5, 5, 6, 7, 10, 9, 3, 1, 4, 10, 2, 5, 8, 7, 4, 9, 11, 1, 8, 2, 4, 7
149, 3, 7, 9, 5, 5, 6, 8, 10, 9, 3, 1, 4, 10, 2, 5, 8, 7, 4, 9, 11, 1, 8, 2, 4, 7
150, 3, 7, 9, 5, 5, 6, 8, 10, 9, 3, 2, 4, 10, 2, 5, 8, 7, 4, 9, 11, 1, 8, 2, 4, 7
151, 3, 7, 9, 5, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 9, 11, 1, 8, 2, 4, 7
152, 3, 7, 9, 5, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 9, 11, 1, 8, 2, 4, 7
153, 3, 7, 9, 5, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 9, 11, 1, 8, 2, 5, 7
154, 3, 8, 9, 6, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 9, 11, 1, 8, 2, 5, 7
155, 3, 8, 9, 6, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 5, 7
156, 3, 8, 9, 7, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 5, 7
157, 3, 8, 9, 7, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 5, 7
158, 3, 8, 9, 7, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 5, 7
159, 3, 8, 9, 7, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 6, 7
160, 3, 8, 9, 7, 5, 7, 8, 10, 9, 3, 2, 5, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 6, 7
161, 3, 8, 9, 7, 5, 7, 9, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 6, 7
162, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 7, 7
163, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 7, 7
164, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 7, 7
165, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 7, 7
166, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 7, 7
167, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 8, 7
168, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 8, 7
169, 3, 8, 9, 7, 5, 7, 10, 10, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 8, 7
170, 3, 8, 9, 7, 5, 7, 10, 11, 9, 3, 2, 6, 10, 2, 5, 9, 7, 4, 10, 11, 1, 8, 3, 8, 7
171, 3, 9, 9, 7, 5, 7, 10, 11, 9, 3, 2, 6, 10, 3, 5, 9, 7, 4, 10, 11, 1, 8, 3, 8, 7
172, 3, 9, 10, 7, 5, 7, 10, 12, 9, 3, 2, 6, 10, 3, 5, 9, 7, 4, 10, 11, 1, 8, 3, 8, 7
173, 3, 9, 10, 7, 5, 7, 10, 12, 9, 3, 2, 6, 10, 3, 5, 9, 7, 4, 10, 11, 1, 8, 3, 9, 7
174, 3, 9, 10, 7, 5, 7, 10, 12, 9, 3, 2, 6, 10, 4, 5, 9, 8, 4, 10, 11, 1, 8, 3, 9, 7
175, 3, 9, 10, 7, 5, 7, 10, 12, 9, 3, 2, 6, 10, 5, 5, 9, 8, 4, 10, 11, 1, 8, 3, 9, 7
176, 3, 9, 10, 7, 5, 7, 10, 12, 9, 3, 2, 6, 10, 5, 5, 9, 8, 4, 10, 11, 1, 8, 3, 9, 7
177, 3, 9, 10, 7, 5, 7, 10, 12, 9, 3, 2, 6, 10, 5, 5, 9, 9, 4, 10, 12, 1, 8, 3, 9, 7
