Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24
18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1
19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1
20, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
21, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
22, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
23, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
24, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
25, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
26, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
27, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
28, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
29, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
30, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
31, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
32, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
33, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
34, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
35, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1
36, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1
37, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1
38, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1
39, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 1, 1, 1, 1
40, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
41, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
42, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
43, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
44, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
45, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
46, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
47, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
48, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
49, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
50, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
51, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
52, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
53, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
54, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
55, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
56, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
57, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
58, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
59, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
60, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
61, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
62, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
63, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
64, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
65, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
66, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
67, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
68, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 3, 1, 2, 1, 2, 2, 1, 1, 1, 1
69, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 2, 1, 2, 2, 1, 1, 1, 1
70, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 4, 3, 2, 2, 1, 2, 2, 1, 1, 1, 1
71, 4, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 5, 3, 2, 2, 1, 2, 2, 1, 1, 1, 1
72, 4, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 5, 3, 2, 2, 1, 2, 2, 1, 1, 1, 1
73, 4, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 6, 3, 2, 2, 1, 2, 2, 1, 2, 1, 1
74, 4, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 6, 3, 2, 2, 1, 2, 2, 1, 2, 1, 2
75, 4, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 6, 5, 2, 2, 1, 2, 2, 1, 2, 1, 2
76, 4, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 6, 5, 2, 2, 1, 2, 2, 1, 2, 1, 2
77, 4, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 6, 5, 2, 2, 1, 2, 2, 1, 2, 1, 2
78, 4, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 6, 5, 3, 2, 1, 2, 2, 1, 2, 1, 2
79, 4, 2, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 6, 5, 3, 2, 1, 2, 2, 1, 2, 1, 2
80, 4, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 3, 6, 5, 3, 2, 1, 2, 2, 1, 2, 1, 2
81, 5, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 3, 6, 5, 3, 2, 1, 2, 2, 1, 2, 1, 2
82, 5, 2, 2, 2, 2, 1, 2, 1, 3, 2, 1, 1, 1, 3, 6, 5, 3, 2, 1, 2, 2, 1, 2, 1, 2
83, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 5, 3, 2, 1, 2, 2, 1, 2, 1, 2
84, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 5, 3, 2, 1, 2, 2, 1, 2, 1, 2
85, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 6, 3, 2, 1, 2, 2, 1, 2, 1, 2
86, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 6, 3, 3, 1, 2, 2, 1, 2, 1, 2
87, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 6, 3, 3, 1, 2, 3, 1, 2, 1, 2
88, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 6, 3, 3, 1, 2, 3, 1, 2, 1, 2
89, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
90, 5, 2, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
91, 5, 3, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
92, 5, 3, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 3, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
93, 5, 3, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 4, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
94, 5, 3, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 4, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
95, 5, 4, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 4, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
96, 5, 4, 2, 2, 2, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
97, 5, 4, 2, 2, 3, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 7, 3, 3, 1, 2, 3, 1, 2, 1, 2
98, 5, 4, 2, 2, 3, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 7, 3, 3, 1, 2, 4, 1, 2, 1, 2
99, 5, 4, 2, 2, 3, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 7, 3, 3, 1, 2, 4, 1, 2, 1, 2
100, 5, 4, 2, 2, 3, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 7, 3, 3, 1, 2, 4, 1, 2, 1, 2
101, 5, 4, 2, 2, 3, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 7, 3, 3, 1, 2, 4, 1, 2, 1, 2
102, 5, 4, 2, 2, 3, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
103, 5, 4, 2, 2, 3, 1, 2, 1, 3, 3, 1, 1, 1, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
104, 5, 4, 2, 2, 3, 1, 2, 1, 4, 3, 1, 1, 1, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
105, 5, 4, 2, 2, 3, 1, 2, 1, 4, 3, 1, 1, 1, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
106, 5, 4, 2, 2, 3, 1, 2, 1, 4, 3, 1, 1, 1, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
107, 5, 4, 2, 2, 3, 1, 2, 1, 4, 3, 1, 1, 1, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
108, 5, 4, 2, 2, 3, 1, 2, 1, 4, 3, 1, 1, 2, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
109, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 2, 5, 6, 8, 3, 3, 1, 2, 4, 1, 2, 1, 2
110, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 2, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
111, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 3, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
112, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 3, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
113, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
114, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
115, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
116, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
117, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
118, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
119, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
120, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
121, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 2, 1, 2
122, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 3, 1, 2
123, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 3, 1, 2
124, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 3, 1, 2
125, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 4, 5, 6, 8, 3, 3, 1, 3, 4, 1, 3, 1, 2
126, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 3, 1, 2
127, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
128, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
129, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
130, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
131, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
132, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
133, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
134, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 6, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
135, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 7, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
136, 5, 4, 2, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 8, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
137, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 9, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
138, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 10, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
139, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 10, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
140, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 11, 8, 3, 3, 1, 3, 4, 1, 4, 1, 2
141, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 1, 3, 4, 1, 4, 1, 2
142, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 1, 3, 4, 1, 4, 1, 2
143, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 1, 3, 4, 1, 4, 1, 2
144, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 1, 3, 4, 1, 4, 1, 2
145, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 4, 1, 4, 1, 2
146, 5, 4, 3, 2, 3, 1, 3, 1, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 4, 1, 4, 1, 2
147, 5, 4, 3, 2, 3, 1, 3, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 4, 1, 4, 1, 2
148, 6, 4, 3, 2, 3, 1, 3, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 4, 1, 4, 1, 2
149, 6, 4, 3, 2, 3, 1, 3, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 4, 1, 4, 1, 2
150, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 4, 1, 4, 1, 2
151, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 4, 1, 4, 1, 2
152, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 1, 2
153, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 1, 2
154, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 1, 2
155, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 2, 2
156, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 2, 2
157, 6, 4, 3, 2, 3, 1, 4, 2, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 2, 2
158, 6, 4, 3, 2, 3, 1, 4, 3, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 2, 2
159, 6, 4, 3, 2, 3, 1, 4, 3, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 4, 2, 2
160, 6, 4, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 5, 2, 2
161, 6, 4, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 5, 2, 2
162, 6, 5, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 5, 2, 2
163, 6, 5, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 5, 2, 2
164, 6, 5, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 5, 5, 11, 9, 3, 3, 2, 3, 5, 1, 5, 2, 2
165, 6, 5, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 6, 5, 11, 9, 3, 3, 2, 3, 6, 1, 5, 2, 2
166, 7, 5, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 6, 5, 11, 9, 3, 3, 2, 3, 6, 1, 6, 2, 2
167, 7, 5, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 6, 5, 11, 9, 3, 3, 2, 3, 6, 1, 6, 2, 2
168, 7, 5, 3, 2, 3, 1, 4, 4, 4, 3, 1, 1, 6, 5, 11, 9, 3, 3, 2, 3, 6, 1, 7, 2, 2
169, 7, 5, 3, 2, 3, 1, 5, 4, 4, 3, 1, 1, 6, 5, 11, 9, 3, 3, 2, 3, 6, 1, 7, 2, 2
170, 7, 5, 3, 2, 3, 1, 6, 4, 4, 3, 1, 1, 6, 5, 11, 10, 3, 3, 2, 3, 6, 1, 7, 2, 2
171, 7, 5, 3, 2, 3, 1, 7, 4, 4, 3, 1, 1, 6, 5, 11, 11, 3, 3, 2, 3, 6, 1, 7, 2, 2
172, 7, 5, 3, 2, 3, 1, 7, 4, 4, 3, 1, 1, 6, 5, 11, 11, 3, 3, 2, 3, 6, 1, 7, 2, 2
173, 7, 5, 3, 2, 3, 1, 7, 4, 4, 3, 1, 1, 6, 5, 11, 11, 3, 3, 2, 3, 6, 1, 7, 2, 2
174, 7, 5, 3, 2, 3, 1, 7, 4, 4, 3, 1, 1, 6, 5, 11, 11, 3, 3, 2, 3, 6, 1, 7, 2, 2
175, 7, 5, 3, 2, 3, 1, 7, 4, 4, 3, 1, 1, 7, 5, 11, 11, 3, 3, 2, 4, 6, 1, 7, 2, 2
176, 7, 5, 4, 2, 3, 1, 7, 4, 4, 3, 1, 1, 7, 5, 11, 11, 3, 3, 2, 5, 6, 1, 7, 2, 2
177, 7, 5, 4, 2, 3, 1, 7, 4, 4, 3, 1, 1, 7, 5, 11, 11, 3, 3, 2, 5, 6, 1, 7, 2, 2
